index,utt_id,wav_path,pred_path,ref_path,full_path,context_path,stoi,pesq,dnsmos_sig,dnsmos_bak,dnsmos_ovrl,status,error
10,440c020b,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020b.wav,generated\encodec_oracle\pred\0010_440c020b_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0010_440c020b_reference_future_2_3s.wav,generated\encodec_oracle\full\0010_440c020b_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0010_440c020b_context_0_2s.wav,0.8957092939053088,2.6347386837005615,nan,nan,nan,OK,
11,440c020c,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020c.wav,generated\encodec_oracle\pred\0011_440c020c_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0011_440c020c_reference_future_2_3s.wav,generated\encodec_oracle\full\0011_440c020c_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0011_440c020c_context_0_2s.wav,0.8718324643832535,2.7482941150665283,nan,nan,nan,OK,
12,440c020d,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020d.wav,generated\encodec_oracle\pred\0012_440c020d_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0012_440c020d_reference_future_2_3s.wav,generated\encodec_oracle\full\0012_440c020d_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0012_440c020d_context_0_2s.wav,0.924517007719965,2.1526901721954346,nan,nan,nan,OK,
13,440c020e,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020e.wav,generated\encodec_oracle\pred\0013_440c020e_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0013_440c020e_reference_future_2_3s.wav,generated\encodec_oracle\full\0013_440c020e_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0013_440c020e_context_0_2s.wav,0.9518935940291794,2.5951411724090576,nan,nan,nan,OK,
14,440c020f,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020f.wav,generated\encodec_oracle\pred\0014_440c020f_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0014_440c020f_reference_future_2_3s.wav,generated\encodec_oracle\full\0014_440c020f_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0014_440c020f_context_0_2s.wav,0.9229499488735595,2.3052990436553955,nan,nan,nan,OK,
15,440c020g,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020g.wav,generated\encodec_oracle\pred\0015_440c020g_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0015_440c020g_reference_future_2_3s.wav,generated\encodec_oracle\full\0015_440c020g_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0015_440c020g_context_0_2s.wav,0.9282550522943013,2.6564412117004395,nan,nan,nan,OK,
16,440c020h,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020h.wav,generated\encodec_oracle\pred\0016_440c020h_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0016_440c020h_reference_future_2_3s.wav,generated\encodec_oracle\full\0016_440c020h_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0016_440c020h_context_0_2s.wav,0.8339757421068491,2.9218075275421143,nan,nan,nan,OK,
17,440c020i,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020i.wav,generated\encodec_oracle\pred\0017_440c020i_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0017_440c020i_reference_future_2_3s.wav,generated\encodec_oracle\full\0017_440c020i_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0017_440c020i_context_0_2s.wav,0.9052598077469858,2.447902202606201,nan,nan,nan,OK,
18,440c020j,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020j.wav,generated\encodec_oracle\pred\0018_440c020j_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0018_440c020j_reference_future_2_3s.wav,generated\encodec_oracle\full\0018_440c020j_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0018_440c020j_context_0_2s.wav,0.8962057410296131,2.7832484245300293,nan,nan,nan,OK,
19,440c020k,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020k.wav,generated\encodec_oracle\pred\0019_440c020k_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0019_440c020k_reference_future_2_3s.wav,generated\encodec_oracle\full\0019_440c020k_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0019_440c020k_context_0_2s.wav,0.9092265913115407,2.935399293899536,nan,nan,nan,OK,
20,440c020l,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020l.wav,generated\encodec_oracle\pred\0020_440c020l_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0020_440c020l_reference_future_2_3s.wav,generated\encodec_oracle\full\0020_440c020l_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0020_440c020l_context_0_2s.wav,0.9117744746593265,2.614931106567383,nan,nan,nan,OK,
21,440c020m,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020m.wav,generated\encodec_oracle\pred\0021_440c020m_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0021_440c020m_reference_future_2_3s.wav,generated\encodec_oracle\full\0021_440c020m_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0021_440c020m_context_0_2s.wav,0.9426395743724849,2.796593189239502,nan,nan,nan,OK,
22,440c020n,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020n.wav,generated\encodec_oracle\pred\0022_440c020n_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0022_440c020n_reference_future_2_3s.wav,generated\encodec_oracle\full\0022_440c020n_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0022_440c020n_context_0_2s.wav,0.9125221927183295,2.6519341468811035,nan,nan,nan,OK,
23,440c020o,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020o.wav,generated\encodec_oracle\pred\0023_440c020o_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0023_440c020o_reference_future_2_3s.wav,generated\encodec_oracle\full\0023_440c020o_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0023_440c020o_context_0_2s.wav,0.9391864973278871,3.343737840652466,nan,nan,nan,OK,
24,440c020p,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020p.wav,generated\encodec_oracle\pred\0024_440c020p_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0024_440c020p_reference_future_2_3s.wav,generated\encodec_oracle\full\0024_440c020p_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0024_440c020p_context_0_2s.wav,0.9386992112937952,2.7485668659210205,nan,nan,nan,OK,
25,440c020q,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020q.wav,generated\encodec_oracle\pred\0025_440c020q_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0025_440c020q_reference_future_2_3s.wav,generated\encodec_oracle\full\0025_440c020q_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0025_440c020q_context_0_2s.wav,0.9108033680148468,2.914811372756958,nan,nan,nan,OK,
26,440c020r,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020r.wav,generated\encodec_oracle\pred\0026_440c020r_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0026_440c020r_reference_future_2_3s.wav,generated\encodec_oracle\full\0026_440c020r_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0026_440c020r_context_0_2s.wav,0.9501208507291274,2.7563161849975586,nan,nan,nan,OK,
27,440c020s,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020s.wav,generated\encodec_oracle\pred\0027_440c020s_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0027_440c020s_reference_future_2_3s.wav,generated\encodec_oracle\full\0027_440c020s_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0027_440c020s_context_0_2s.wav,0.9290962617956617,2.5860395431518555,nan,nan,nan,OK,
28,440c020t,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020t.wav,generated\encodec_oracle\pred\0028_440c020t_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0028_440c020t_reference_future_2_3s.wav,generated\encodec_oracle\full\0028_440c020t_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0028_440c020t_context_0_2s.wav,0.9532623231217913,2.794215679168701,nan,nan,nan,OK,
29,440c020u,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020u.wav,generated\encodec_oracle\pred\0029_440c020u_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0029_440c020u_reference_future_2_3s.wav,generated\encodec_oracle\full\0029_440c020u_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0029_440c020u_context_0_2s.wav,0.9339164406323882,2.4911229610443115,nan,nan,nan,OK,
30,440c020v,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020v.wav,generated\encodec_oracle\pred\0030_440c020v_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0030_440c020v_reference_future_2_3s.wav,generated\encodec_oracle\full\0030_440c020v_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0030_440c020v_context_0_2s.wav,0.8391793699494938,2.597825527191162,nan,nan,nan,OK,
31,440c020w,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020w.wav,generated\encodec_oracle\pred\0031_440c020w_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0031_440c020w_reference_future_2_3s.wav,generated\encodec_oracle\full\0031_440c020w_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0031_440c020w_context_0_2s.wav,0.9577389289487541,2.1814591884613037,nan,nan,nan,OK,
32,440c020x,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020x.wav,generated\encodec_oracle\pred\0032_440c020x_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0032_440c020x_reference_future_2_3s.wav,generated\encodec_oracle\full\0032_440c020x_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0032_440c020x_context_0_2s.wav,0.9282416934700153,2.8526928424835205,nan,nan,nan,OK,
33,440c020y,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020y.wav,generated\encodec_oracle\pred\0033_440c020y_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0033_440c020y_reference_future_2_3s.wav,generated\encodec_oracle\full\0033_440c020y_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0033_440c020y_context_0_2s.wav,0.91361521534686,2.3283565044403076,nan,nan,nan,OK,
34,440c020z,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c020z.wav,generated\encodec_oracle\pred\0034_440c020z_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0034_440c020z_reference_future_2_3s.wav,generated\encodec_oracle\full\0034_440c020z_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0034_440c020z_context_0_2s.wav,0.8988880890161017,2.7817115783691406,nan,nan,nan,OK,
35,440c0210,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c0210.wav,generated\encodec_oracle\pred\0035_440c0210_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0035_440c0210_reference_future_2_3s.wav,generated\encodec_oracle\full\0035_440c0210_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0035_440c0210_context_0_2s.wav,0.9369489911846078,3.09832763671875,nan,nan,nan,OK,
36,440c0211,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c0211.wav,generated\encodec_oracle\pred\0036_440c0211_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0036_440c0211_reference_future_2_3s.wav,generated\encodec_oracle\full\0036_440c0211_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0036_440c0211_context_0_2s.wav,0.8867416682798555,2.6868112087249756,nan,nan,nan,OK,
37,440c0212,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c0212.wav,generated\encodec_oracle\pred\0037_440c0212_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0037_440c0212_reference_future_2_3s.wav,generated\encodec_oracle\full\0037_440c0212_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0037_440c0212_context_0_2s.wav,0.9385909344026043,2.3153634071350098,nan,nan,nan,OK,
38,440c0213,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c0213.wav,generated\encodec_oracle\pred\0038_440c0213_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0038_440c0213_reference_future_2_3s.wav,generated\encodec_oracle\full\0038_440c0213_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0038_440c0213_context_0_2s.wav,0.9455085377127114,3.062828302383423,nan,nan,nan,OK,
39,440c0214,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440c0214.wav,generated\encodec_oracle\pred\0039_440c0214_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0039_440c0214_reference_future_2_3s.wav,generated\encodec_oracle\full\0039_440c0214_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0039_440c0214_context_0_2s.wav,0.9264096633449135,2.4400787353515625,nan,nan,nan,OK,
40,440o0301,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0301.wav,generated\encodec_oracle\pred\0040_440o0301_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0040_440o0301_reference_future_2_3s.wav,generated\encodec_oracle\full\0040_440o0301_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0040_440o0301_context_0_2s.wav,0.9454118013882359,3.0002613067626953,nan,nan,nan,OK,
41,440o0302,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0302.wav,generated\encodec_oracle\pred\0041_440o0302_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0041_440o0302_reference_future_2_3s.wav,generated\encodec_oracle\full\0041_440o0302_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0041_440o0302_context_0_2s.wav,0.9225570106362492,2.7591681480407715,nan,nan,nan,OK,
42,440o0303,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0303.wav,generated\encodec_oracle\pred\0042_440o0303_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0042_440o0303_reference_future_2_3s.wav,generated\encodec_oracle\full\0042_440o0303_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0042_440o0303_context_0_2s.wav,0.9149639179981576,2.252951145172119,nan,nan,nan,OK,
43,440o0304,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0304.wav,generated\encodec_oracle\pred\0043_440o0304_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0043_440o0304_reference_future_2_3s.wav,generated\encodec_oracle\full\0043_440o0304_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0043_440o0304_context_0_2s.wav,0.929036635303828,2.586073875427246,nan,nan,nan,OK,
44,440o0305,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0305.wav,generated\encodec_oracle\pred\0044_440o0305_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0044_440o0305_reference_future_2_3s.wav,generated\encodec_oracle\full\0044_440o0305_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0044_440o0305_context_0_2s.wav,0.7845091598599867,2.2651822566986084,nan,nan,nan,OK,
45,440o0306,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0306.wav,generated\encodec_oracle\pred\0045_440o0306_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0045_440o0306_reference_future_2_3s.wav,generated\encodec_oracle\full\0045_440o0306_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0045_440o0306_context_0_2s.wav,0.9225000817736086,2.696047306060791,nan,nan,nan,OK,
46,440o0307,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0307.wav,generated\encodec_oracle\pred\0046_440o0307_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0046_440o0307_reference_future_2_3s.wav,generated\encodec_oracle\full\0046_440o0307_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0046_440o0307_context_0_2s.wav,0.9313551208168589,2.7450897693634033,nan,nan,nan,OK,
47,440o0308,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0308.wav,generated\encodec_oracle\pred\0047_440o0308_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0047_440o0308_reference_future_2_3s.wav,generated\encodec_oracle\full\0047_440o0308_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0047_440o0308_context_0_2s.wav,0.9374824356150252,2.9966657161712646,nan,nan,nan,OK,
48,440o0309,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o0309.wav,generated\encodec_oracle\pred\0048_440o0309_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0048_440o0309_reference_future_2_3s.wav,generated\encodec_oracle\full\0048_440o0309_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0048_440o0309_context_0_2s.wav,0.8747035887692368,3.117457151412964,nan,nan,nan,OK,
49,440o030a,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030a.wav,generated\encodec_oracle\pred\0049_440o030a_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0049_440o030a_reference_future_2_3s.wav,generated\encodec_oracle\full\0049_440o030a_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0049_440o030a_context_0_2s.wav,0.8455582053811465,2.660977602005005,nan,nan,nan,OK,
50,440o030b,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030b.wav,generated\encodec_oracle\pred\0050_440o030b_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0050_440o030b_reference_future_2_3s.wav,generated\encodec_oracle\full\0050_440o030b_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0050_440o030b_context_0_2s.wav,0.896412410842625,2.768749952316284,nan,nan,nan,OK,
51,440o030c,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030c.wav,generated\encodec_oracle\pred\0051_440o030c_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0051_440o030c_reference_future_2_3s.wav,generated\encodec_oracle\full\0051_440o030c_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0051_440o030c_context_0_2s.wav,0.940122693363213,2.394862174987793,nan,nan,nan,OK,
52,440o030d,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030d.wav,generated\encodec_oracle\pred\0052_440o030d_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0052_440o030d_reference_future_2_3s.wav,generated\encodec_oracle\full\0052_440o030d_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0052_440o030d_context_0_2s.wav,0.9204655271921538,2.4304444789886475,nan,nan,nan,OK,
53,440o030e,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030e.wav,generated\encodec_oracle\pred\0053_440o030e_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0053_440o030e_reference_future_2_3s.wav,generated\encodec_oracle\full\0053_440o030e_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0053_440o030e_context_0_2s.wav,0.9366155683248998,2.884058952331543,nan,nan,nan,OK,
54,440o030f,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030f.wav,generated\encodec_oracle\pred\0054_440o030f_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0054_440o030f_reference_future_2_3s.wav,generated\encodec_oracle\full\0054_440o030f_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0054_440o030f_context_0_2s.wav,0.9374882002098844,2.8416457176208496,nan,nan,nan,OK,
55,440o030g,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030g.wav,generated\encodec_oracle\pred\0055_440o030g_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0055_440o030g_reference_future_2_3s.wav,generated\encodec_oracle\full\0055_440o030g_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0055_440o030g_context_0_2s.wav,0.848646151084221,2.548069715499878,nan,nan,nan,OK,
56,440o030h,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030h.wav,generated\encodec_oracle\pred\0056_440o030h_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0056_440o030h_reference_future_2_3s.wav,generated\encodec_oracle\full\0056_440o030h_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0056_440o030h_context_0_2s.wav,0.9338206607017294,2.9715487957000732,nan,nan,nan,OK,
57,440o030i,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030i.wav,generated\encodec_oracle\pred\0057_440o030i_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0057_440o030i_reference_future_2_3s.wav,generated\encodec_oracle\full\0057_440o030i_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0057_440o030i_context_0_2s.wav,0.9383471817951733,2.770590305328369,nan,nan,nan,OK,
58,440o030j,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030j.wav,generated\encodec_oracle\pred\0058_440o030j_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0058_440o030j_reference_future_2_3s.wav,generated\encodec_oracle\full\0058_440o030j_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0058_440o030j_context_0_2s.wav,0.9131589752616169,2.3767380714416504,nan,nan,nan,OK,
59,440o030k,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030k.wav,generated\encodec_oracle\pred\0059_440o030k_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0059_440o030k_reference_future_2_3s.wav,generated\encodec_oracle\full\0059_440o030k_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0059_440o030k_context_0_2s.wav,0.9350267120006045,2.933685779571533,nan,nan,nan,OK,
60,440o030l,E:\Working\deep-learning\datasets\wsjcam0_wavs\si_et_05\440\440o030l.wav,generated\encodec_oracle\pred\0060_440o030l_oracle_pred_future_2_3s.wav,generated\encodec_oracle\ref\0060_440o030l_reference_future_2_3s.wav,generated\encodec_oracle\full\0060_440o030l_oracle_reconstructed_0_3s.wav,generated\encodec_oracle\context\0060_440o030l_context_0_2s.wav,0.9339349861102523,1.8677453994750977,nan,nan,nan,OK,
